gene	neg.1	neg.2	day1.1	day1.2
NM_144998	25600	38200	28900	35000
A_23_P121234	6.06	6.98	21.4	13.8
NM_001013663	1430	2570	2270	3260
AK094748	214	169	199	171
NM_015465	1200	1680	892	949
AL583429	47.5	92.3	90.8	93.3
AK022016	5.47	7.65	7.36	15.7
NM_006824	78600	131000	64400	80600
NM_033663	10.5	18	20.4	16.3
NM_000245	5620	9040	8990	11100
AK000103	29.8	68.7	36.9	63.9
AK095679	20.1	37.4	17.8	34.8
NM_052861	590	971	783	857
NM_001250	587	756	936	917
NM_007021	66	119	129	156
AB007940	8.92	45.4	33.4	46.1
NM_001039697	220	476	266	433
BU627449	4.33	2.94	6.02	2.88
NM_020338	718	1090	934	1250
NM_006412	860	1150	1300	1470
A_32_P158253	49.1	52.6	52.5	53.7
BC068459	4850	7000	2240	2980
A_24_P144163	6320	11600	6700	9520
NM_153708	16.2	6.03	5.92	4.52
NM_152784	3.81	2.97	5.91	2.9
NM_004968	198	297	288	446
NM_019041	281	478	281	339
AK021840	8.18	10.4	5.93	12.3
CR608653	3.58	3	5.94	2.92
ENST00000201023	195	325	129	190
NM_173086	3.48	3.01	5.98	2.93
ENST00000360638	3.44	3.02	6.01	3.85
NM_015097	8.54	15	6.23	11.6
A_24_P935082	3.36	3.03	6.07	4.54
NM_005114	3.33	3.04	6.11	2.95
NM_020346	3.3	3.04	6.15	2.96
NM_173678	25.1	28.2	22.5	44.5
NM_176823	3.24	3.05	6.25	2.96
NM_022970	22.8	24.6	6.3	25.9
CR606347	106	171	53	192
ENST00000338386	3.18	3.07	6.41	2.97
NM_002246	19.1	22.2	6.47	19.1
NM_032795	772	1530	538	1230
NM_024758	74.6	210	50.8	227
ENST00000334564	40.2	70.9	16.5	50.4
NM_203456	1530	2720	1340	2290
NM_018208	18	31.1	8.12	24.3
NM_013255	607	1390	581	1270
ENST00000309558	195	368	131	358
ENST00000380239	137	218	104	143
NM_003139	667	1380	713	1320
NM_017722	6990	11300	5020	6490
NM_001558	5.3	7.64	11.7	10.1
NM_032927	821	1320	998	1410
EQC	3.16	3.06	7.28	2.92
ENST00000366862	185	305	176	253
DarkCorner	3.19	3.04	7.36	2.89
DarkCorner	3.21	3.03	7.39	2.87
DarkCorner	3.23	3.02	7.41	2.84
DarkCorner	3.24	3.01	7.43	2.82
DarkCorner	9.1	4.6	7.43	2.8
DarkCorner	3.28	2.97	7.43	2.77
DarkCorner	6.93	2.66	6.74	2.67
DarkCorner	7.03	2.68	6.9	2.69
DarkCorner	7.13	3.39	7.02	2.71
DarkCorner	7.2	2.72	7.13	2.73
DarkCorner	7.25	2.73	7.24	2.75
DarkCorner	7.29	2.75	7.31	2.76
NM_001039887	199	389	264	418
NM_004965	21900	29800	24700	27900
AK098230	250	214	188	251
NegativeControl	7.3	2.8	7.49	2.81
NM_001012424	613	1050	607	901
A_32_P20014	7.22	21.2	10	18.1
AK131429	81.1	159	89.7	208
AK098506	128	149	112	294
NM_018930	7.02	8.96	7.44	21.2
NM_002880	3100	4610	2440	4500
NM_013328	1660	5870	1240	4460
BC041169	6.76	2.86	7.32	2.86
NM_052854	925	821	1300	934
NM_173493	3390	3700	2960	2900
BX648958	6.45	9.15	7.14	9.34
NM_145234	7.36	10.6	7.08	9.38
A_23_P208582	2970	2930	2540	2490
NM_018417	6.45	9.68	14.3	11.1
NM_002760	31.9	69.1	45.3	64.8
NM_178167	2470	3600	2220	2310
NM_001063	72.5	42.7	87.9	42.9
NM_182529	78.3	125	128	134
NM_015984	1840	3580	2380	2720
NM_206866	942	1530	734	860
AA653580	14.4	34.6	14.4	30.3
NM_005299	12.8	24.3	27.9	18.3
NM_024691	31.7	54.6	44.6	46.6
NM_024993	4.96	2.91	6.3	2.87
NM_139002	58.8	87.5	90.8	99.8
BE693409	4.76	2.92	6.2	2.87
NM_001955	36.8	56.6	43	34.7
NM_019088	6280	12600	10100	15000
NM_000718	67.3	97.9	79.2	103
NM_174914	5.07	3.8	6.04	2.88
NM_005102	8420	14300	10600	14100
NM_031440	6.49	8.13	5.98	9.16
NM_014706	2250	3060	2120	2450
AK074153	117	123	88.5	115
NM_001547	147	135	350	397
NM_014649	675	913	695	712
BM994983	63	70.9	69.6	62.1
NM_006778	3.78	6.12	5.91	2.91
NM_001695	139	159	87	90.6
NM_058203	3.66	2.99	5.92	2.92
NM_000552	21.6	26.2	23.6	28.8
A_24_P324074	7770	11300	9210	10600
A_24_P843552	137	260	140	196
NM_203481	153	240	185	196
NM_015271	11.1	26	20.6	30.4
NM_207310	7740	15000	11300	15400
THC2340379	15.6	21	21.7	16.4
AL833331	3.32	3.04	6.13	2.96
NegativeControl	3.29	3.05	6.17	2.96
NM_013329	86.8	118	52.1	111
NM_203393	145	132	224	283
NM_005223	83.2	125	61.3	159
CD521096	34.9	63.6	12.2	65.4
NP511407	3.18	3.07	6.44	2.98
F10112	3.17	3.08	6.5	2.98
THC2386267	175	317	216	360
U44029	3.15	3.08	6.62	2.99
BC033366	3.14	3.09	6.69	2.99
NM_032243	13.9	23.2	13.5	30.2
NM_145271	887	1620	1110	2010
E1A_r60_a20	508	571	350	574
NM_199337	137	258	155	303
NM_032211	12.8	18.7	14	18.3
NM_178565	5.26	6.35	7.08	3.13
L31408	3.15	3.08	7.14	2.95
BC006419	13.8	27.9	9.05	27
AK075204	37.4	53.5	47.6	58.1
NM_005073	3.18	3.06	7.3	2.92
NM_152304	7.27	12.2	7.34	13.1
DarkCorner	3.21	3.04	7.37	2.88
DarkCorner	3.23	3.03	7.4	2.86
DarkCorner	3.25	3.67	7.42	2.84
DarkCorner	3.27	3	7.43	2.82
DarkCorner	3.29	2.99	7.43	2.79
DarkCorner	3.31	2.97	7.42	2.76
DarkCorner	6.85	2.66	6.69	2.66
DarkCorner	6.97	2.68	6.85	2.68
DarkCorner	7.06	2.69	6.98	2.71
DarkCorner	7.14	2.71	7.1	2.73
DarkCorner	7.21	2.73	7.21	2.74
DarkCorner	7.25	2.74	7.29	2.76
BC038972	7.28	16.4	7.37	14.5
BC005052	55.3	199	170	200
AT_P_3	7.3	2.78	7.47	2.8
ENST00000358162	7.29	10.8	11	8.95
NM_001001556	1780	3500	1840	3460
NM_030940	166	279	118	240
NM_014141	7.18	2.82	8.07	2.84
NM_006637	7.11	2.83	7.5	2.84
A_24_P942151	37.5	51.9	12.2	25.9
NM_182761	6.97	2.84	7.44	3.5
NM_012377	8.99	22.8	11.1	15.2
X94629	6.8	2.85	7.35	2.86
NM_203282	261	388	225	419
NM_001004441	6.6	2.86	7.24	3.6
NM_012090	370	384	389	372
NM_003337	1320	3380	2470	3030
NM_198521	6.27	7.13	7.05	4.88
AK057576	397	464	400	473
AB074268	80.5	68.4	98.1	63.9
NM_032329	2010	2650	2080	2290
NM_017542	1010	1230	869	939
NM_182507	19.6	46.4	24.1	54
NM_014264	27.9	43	32	45
BX105574	5.46	2.9	6.57	2.87
NM_003609	220	521	397	529
AK131023	5.23	2.91	6.45	2.87
NM_032609	12.3	24.4	25.9	19.3
NM_002006	338	670	640	770
BX337332	4.91	2.92	6.28	2.88
NM_001647	4.81	2.92	6.23	2.88
NM_015644	354	403	616	685
NM_004102	5.1	2.93	6.13	2.88
A_24_P32708	50.6	125	66.4	92.4
BX647159	80.5	106	88.1	102
NM_002046	151000	194000	149000	170000
BC035583	4.25	2.94	6	2.89
CR626729	4010	5940	3150	4160
THC2442442	62.4	52.4	38.2	51.4
NM_015909	736	1190	980	1280
NM_006224	8180	10700	9380	10100
NM_021645	155	216	140	197
NM_021074	17000	28000	17100	23300
NM_032434	319	484	273	348
AF175767	954	1850	848	1210
NM_005565	3.64	2.99	5.93	2.93
NM_003133	2710	5230	3150	4660
A_24_P486659	3.54	3.01	5.96	2.94
THC2434739	18.4	30	20.6	24.5
NM_003801	871	1520	1300	1530
NM_005885	976	1940	1360	1940
NM_006734	2460	3070	3040	3060
ENST00000367620	894	1700	1280	1830
NM_007000	24.9	24	17.3	30
A_24_P118946	5120	9770	2630	8720
NM_007148	18	14.9	11.9	14.1
XM_929898	42.1	64.9	6.73	49.4
NM_032564	383	685	421	744
THC2284389	30.8	42.6	6.41	37
ETG05_66023	26.3	34.9	6.47	33.8
THC2440787	19.4	29	11.2	31.1
AI301106	89.6	147	49.2	92.8
NM_001010905	20.3	85	101	251
AK094659	7.39	8.03	6.72	6.79
AA644703	6.83	15.9	6.79	7.84
NM_002063	3.14	3.09	6.85	2.99
NM_012101	3.15	3.09	6.92	2.99
NM_152296	1370	2870	1570	2780
A_24_P204604	48600	92600	53800	69900
NM_005662	7040	13700	11900	15600
NM_017785	4460	9310	7320	11200
NM_020680	1080	1710	646	947
NM_014397	2570	3990	3730	3220
ENST00000381298	57.4	102	87.6	111
DarkCorner	3.22	3.05	7.36	2.9
DarkCorner	3.24	3.04	7.39	2.88
DarkCorner	3.26	3.03	7.41	2.86
DarkCorner	3.28	3.02	7.43	2.84
DarkCorner	3.3	3	7.43	2.81
DarkCorner	3.32	3.09	7.43	2.79
DarkCorner	6.89	2.67	6.8	2.68
DarkCorner	7	2.69	6.94	2.7
DarkCorner	7.09	3.33	7.06	2.72
DarkCorner	7.15	2.72	7.18	2.74
DarkCorner	7.21	2.74	7.27	2.76
THC2408828	122	126	101	129
BF109232	34.4	69.6	58.8	68.8
AK097102	7.28	2.78	7.46	2.8
NM_032358	4410	7540	5570	8500
NM_024891	1170	1190	641	1070
NM_000135	2020	2680	1980	2870
NM_018452	41.6	47.5	38.7	50.6
NM_003046	7.13	8.11	7.52	3.21
A_24_P791913	7.07	2.83	7.5	2.85
NM_014157	44	27	7.47	12.3
NM_003978	40.6	63.4	34.3	58
NM_003310	7080	10300	6230	9940
AB037723	6.73	2.86	7.34	2.87
NM_018047	130	138	78	104
NM_004866	411	539	653	550
NM_006256	426	651	373	500
THC2316352	6.31	2.87	7.09	2.87
THC2400533	16100	23100	16200	20500
NM_017768	1430	1970	1420	1870
NM_002721	4180	6010	4900	6020
A_24_P32715	1690	1330	1630	1100
A_24_P281443	23500	38600	15700	18700
NM_003432	3480	4860	3950	4440
NM_000166	5.51	4.37	6.61	3.63
NM_138999	62.9	114	79.3	95.5
A_24_P358305	187	449	448	610
A_24_P178415	14700	34000	21800	32300
NM_002152	19.1	34	45.4	35.2
NM_001025300	354	357	286	320
NM_006315	595	1230	1090	1260
NM_007285	8200	17300	11900	16900
NM_020675	4900	10100	10900	15400
NM_024672	8.37	26.7	10.9	21.3
NM_005513	875	1300	907	1180
BC095489	104	115	105	101
NM_003686	1300	2580	1440	2170
THC2314970	29.7	29.9	27.7	36.7
BM929941	16.4	11	8.12	17.1
NM_006157	4.93	2.96	5.94	3.86
NM_012415	1080	1700	1390	1950
A_32_P172002	424	1080	645	888
NM_024721	317	509	218	335
NM_001008709	10500	16400	10600	13300
NM_003004	13.6	11.9	12.8	17.8
NM_032354	165	367	260	456
NM_007152	345	502	368	398
THC2280741	12.9	7.8	11.8	11.4
NM_001010977	3.48	3.02	5.99	2.95
NM_207032	3.44	3.02	6.02	2.95
NM_000371	3.4	3.03	6.05	2.96
NM_012425	90.7	137	136	133
NM_004299	1070	2340	1740	2410
NM_032259	643	1040	632	819
NM_024921	3.28	3.05	6.22	2.98
CA420688	8.61	10.4	6.27	10.8
NM_022733	80.2	186	25.4	93.5
NM_032125	1600	2110	833	1950
NM_031246	8.66	10.1	6.43	9.43
AI051572	3.19	3.08	6.5	3
NM_004064	737	1300	564	1230
THC2342880	3.52	3.09	6.62	3
NM_144603	35.7	55.3	62.8	79.5
XM_930508	86200	176000	69800	146000
NM_003396	8.62	7.42	6.82	8.81
NM_005070	73.3	72	87.4	143
NM_031952	3.16	3.1	6.95	2.99
NM_013262	218	310	258	397
A_24_P913198	3.17	4.46	7.08	4.98
A_24_P457226	6.75	15	8.07	20.7
NM_033104	6.06	8.73	23.6	5.79
NM_002003	6.38	23.4	10.6	13.3
CR618409	2080	3680	3110	3790
NM_181806	179	225	173	265
DarkCorner	3.25	3.05	7.37	2.9
DarkCorner	3.27	3.04	7.4	2.88
DarkCorner	3.29	3.28	7.42	2.86
DarkCorner	3.31	3.01	7.43	2.84
DarkCorner	3.32	3	7.43	2.81
DarkCorner	3.35	2.98	7.42	2.78
DarkCorner	6.82	2.66	6.74	2.67
DarkCorner	6.94	2.68	6.89	2.69
DarkCorner	7.02	2.7	7.02	2.71
DarkCorner	7.1	2.72	7.14	2.73
DarkCorner	7.17	2.73	7.25	2.75
E1A_r60_a97	4050	5630	5650	5360
THC2279466	77.6	167	96.2	137
NM_023940	34.5	33.2	35.7	25
NM_020664	2130	3950	3190	4440
NM_152488	83.4	66.1	70.8	52.4
NM_002660	216	493	265	499
NM_020630	7.18	2.82	7.55	2.84
BG571083	7.14	23.4	20.3	27.5
NM_033360	216	505	277	527
NM_006025	7.01	4.84	7.49	2.86
NM_032267	6.94	2.84	7.46	2.86
AI090167	161	166	69.6	141
A_24_P924118	6.76	2.86	7.37	2.87
CA948108	120	222	108	206
NM_024949	978	1720	1190	1530
BI262095	471	740	685	740
NM_012316	1100	1190	938	1040
THC2334547	6.24	11.6	7.07	9.09
AW029229	23.7	37.4	21.4	31.5
NM_016648	2280	3260	2570	3170
BX113298	5.9	2.89	6.86	2.88
THC2280895	12.6	19.6	12.2	15.1
NM_001069	23300	36700	32800	36100
NM_153331	304	532	443	475
NM_145235	49	66.4	83.9	126
NM_018951	106	128	112	112
NM_001744	56.4	110	117	152
NM_000193	8.91	15	18	14.3
NM_000552	15.5	24.6	26.9	24.5
NM_015522	150	280	217	274
BC064982	4.8	2.92	6.23	4.74
NM_007252	14	28.3	20.6	31.9
NM_175834	4.61	6.13	6.14	6.91
NM_144712	85.3	107	82.1	83.9
BC041364	740	940	522	621
NM_021955	37	27.3	41	42
NM_004853	1490	2430	1660	2400
ENST00000355854	111	138	139	155
NM_005494	19000	27400	18200	23800
AF231918	4.02	2.96	5.94	2.91
AK056073	472	629	584	723
NM_016395	318	388	360	367
BC001335	35.8	30.1	27.3	19.4
A_24_P632230	1780	2340	2170	2390
NM_006675	181	211	276	295
A_24_P542489	3.65	3.58	5.93	4.63
NM_024920	425	573	414	505
NM_139017	69.1	121	61.1	80.9
NM_000610	13600	24900	25600	35300
NM_031461	57.2	101	145	212
NM_014647	2130	3320	2740	3560
BQ359867	53	83.9	73.7	82.2
NM_020655	18.4	29	41.9	59.6
NM_005348	105000	173000	112000	141000
BX647806	3.3	3.05	6.19	2.98
NM_001003714	11900	22700	8640	22100
NM_001250	580	763	353	912
NM_000582	2190	6260	884	1760
AF498096	3.22	3.08	6.4	3
NM_018343	1270	2270	1010	1670
BC045676	76.3	116	108	156
NM_016333	15700	25900	18900	22800
NM_019016	3.18	3.09	6.65	3.01
NM_005877	1250	2020	904	1530
NM_018555	354	579	256	448
NM_138426	1030	2100	1790	3080
NM_033396	183	309	199	391
NM_000759	3.18	4.39	6.98	3
NM_182917	10800	18700	13400	15100
NM_005868	358	770	440	683
NM_138501	3930	7670	7940	9830
NM_001789	2460	4460	1320	1790
BC007809	1120	1770	1410	1620
NM_017635	68.4	110	61.1	106
NM_001813	2560	5170	3870	5540
DarkCorner	3.27	3.05	7.39	2.9
DarkCorner	3.29	3.04	7.41	2.88
DarkCorner	3.31	3.03	7.43	2.86
DarkCorner	3.34	3.01	7.43	2.83
DarkCorner	3.36	4.99	7.42	2.8
DarkCorner	6.86	2.68	6.84	2.68
DarkCorner	6.96	2.69	6.98	2.71
DarkCorner	7.05	2.71	7.11	2.73
DarkCorner	7.11	2.73	7.22	2.75
DarkCorner	7.17	2.74	7.31	2.76
A_24_P936637	7.21	7.58	7.39	2.9
NM_002546	20.9	29.8	22.2	35.3
NM_205856	7.24	5.38	12	5.01
A_32_P211048	13.3	35.4	13.4	24.1
NM_001011553	1750	1900	1290	1800
BX116720	166	257	193	231
NM_001004341	7.14	2.82	7.89	2.84
NM_018558	7.09	12.4	13.1	14.8
BQ932036	7.03	2.84	7.52	2.86
AL831825	6.96	15	7.49	15.1
NM_020752	116	163	147	214
ENST00000377548	6.79	2.85	7.41	2.87
ENST00000300458	6.7	2.86	7.36	2.87
NM_153252	247	450	250	452
NM_018400	15.9	24.5	38.1	19.4
NM_148170	1040	2490	1170	1510
A_24_P852983	13.8	15.1	22.2	10.6
NM_000320	878	1270	980	1140
NM_001018122	985	1460	1430	1300
NM_213653	5.95	2.89	6.9	2.88
NM_005612	83.8	109	112	124
NM_002086	2200	2640	2400	2520
NM_014790	75.3	156	106	199
NM_017828	1200	2230	2190	2560
AF401032	5.38	2.9	6.55	2.88
NM_020159	1860	3190	1480	2080
AB210019	5800	9100	8570	8480
NM_181449	5.05	12.1	10.3	10.2
NM_003247	4.95	2.91	6.31	2.89
NM_022786	141	363	205	328
NM_033412	411	776	562	624
BX648116	4.65	4.9	6.16	4.17
XM_376567	64400	89100	69500	89100
NM_005191	17.3	12.5	16.6	13.1
NM_016448	1600	1940	1260	1580
NM_014330	1020	988	1020	835
NM_032268	357	487	338	436
NM_002888	4.14	2.95	5.96	2.91
A_24_P930842	4.06	2.96	5.94	2.91
NM_032553	3.99	2.96	5.93	2.91
NM_152391	403	680	619	945
AK023757	3.86	2.97	5.91	2.92
A_24_P921062	5.53	9.33	5.91	5.77
NM_001040202	1150	2190	884	1430
NM_144498	355	512	517	665
NM_001231	14.5	9.03	14.9	13.7
NM_001562	3.58	3.58	5.95	4.98
ENST00000331849	4.77	4.57	5.97	4.32
NM_015173	1470	2770	1750	2330
BC006216	7.82	8.39	6.22	6.1
NM_002430	3.42	8.33	6.05	6.72
NM_015161	9190	13900	20600	24400
BX102251	3.35	3.04	6.13	3.11
NM_017809	1560	4890	2180	6190
NM_022893	8.37	7.51	6.22	5.7
NM_000632	120	252	170	338
BC001437	574	1050	380	1110
NM_001010854	5650	12300	4070	13300
THC2358845	531	653	320	556
THC2436602	40.1	75.2	33.1	76
AT_L_3	3.2	3.09	6.56	3.01
NM_181720	5.1	3.09	6.62	3.01
NM_003956	3.19	3.1	6.69	3.01
NM_013260	866	1660	541	1420
AK128263	23.5	40	25.2	39.9
NM_139076	163	390	148	314
A_32_P233769	27.3	30.1	23.4	37.7
AK024243	3.59	7.21	7.02	4.59
NM_152346	21.9	31.4	29.8	41.1
CR603272	327	532	359	492
NM_203284	3910	6380	5170	6350
NM_152458	3.23	5.02	7.25	4.05
THC2319816	5.39	16	7.29	20.1
NM_002546	23.8	34	26.3	35.4
NM_173482	3.28	3.06	7.37	2.92
DarkCorner	3.3	3.05	7.4	2.9
DarkCorner	3.32	4.38	7.42	2.88
DarkCorner	3.34	3.02	7.43	2.85
DarkCorner	3.36	3.01	7.43	2.83
DarkCorner	3.39	2.99	7.42	2.8
DarkCorner	6.78	2.67	6.79	2.67
DarkCorner	6.89	2.69	6.93	2.7
DarkCorner	6.98	2.71	7.07	2.72
DarkCorner	7.06	2.72	7.18	2.74
DarkCorner	7.13	2.74	7.29	2.76
A_24_P911766	7.17	2.75	7.37	2.77
AK055641	2100	3670	1600	2270
X90840	7.21	5.91	7.53	2.8
NM_133483	10.7	15.4	26.3	22.3
NM_004514	958	1180	715	891
NM_004792	1670	2000	1470	1860
NM_006709	2590	3360	2190	2870
AL080157	115	341	140	236
NM_017790	7.04	2.83	7.55	2.86
A_23_P254288	7390	22000	9270	16100
NM_032590	71.8	219	37.5	174
CR590180	7.23	35.5	7.44	33.1
BC089454	6090	9540	9670	12600
NM_002085	6350	10300	6790	12900
AK127516	568	659	566	547
AK026805	6.44	2.87	7.89	2.88
NM_006493	350	824	731	806
NM_022445	827	1120	1210	1280
NM_144673	6.11	2.88	7.01	2.88
ETG05_36762	6	3.47	6.94	2.88
NM_003177	5.88	3.6	6.87	2.88
THC2364429	370	541	468	690
ENST00000357301	17.8	29	29.5	25.8
NM_139076	209	384	217	322
NM_022092	5850	9310	8290	9830
NM_138424	5.32	2.9	6.52	4.25
NM_015959	1890	3160	2110	2520
A_23_P20578	5.1	2.91	6.4	2.89
NM_206920	199	606	411	768
NM_019060	41.9	96.2	76.4	88.2
NM_004433	4.8	2.92	6.23	2.89
NM_152616	4.7	2.92	6.19	4.15
NM_032859	100	181	140	164
NM_032596	424	535	571	719
NM_001010851	212	219	189	159
THC2314600	1290	2120	963	1400
BF801333	43.7	50	34.4	50.5
NM_007295	1070	1380	955	1130
AK023725	1590	2610	1740	2530
A_24_P910504	4.03	5	5.94	2.92
BC064938	6840	10600	6650	8250
A_24_P938433	3.89	2.97	5.92	2.92
ENST00000357138	10.2	11.2	5.91	16.5
NM_014602	821	1240	954	1170
G43356	6.36	13.6	5.92	5.89
NM_004397	316	348	277	326
NM_003905	7050	13100	8930	11800
BC028580	26.5	51.5	23.9	46.1
BC015977	71.4	166	94	205
NM_004628	431	664	491	567
NM_018400	21.7	23.1	41.6	25.5
NM_004657	3.41	3.04	6.07	2.98
THC2399152	72.5	95.9	82.5	79.1
NM_000775	301	508	430	595
NM_138799	174	338	150	367
THC2364621	10.9	6.37	6.24	8.26
NM_018179	72.1	83.8	45.2	81.5
AF218008	21900	35100	10000	26100
A_24_P644556	3.24	3.08	6.4	3.01
THC2408544	3.23	3.08	6.46	3.01
NM_002337	2170	3550	2260	3970
NM_173797	126	261	70.2	166
A_24_P489639	312	557	295	471
THC2292002	3.2	3.1	6.72	3.02
NM_013374	247	550	226	517
BX094773	39.3	74.5	42.6	92.2
NM_014598	95.2	176	63.8	129
NM_018343	1240	2210	1120	1630
NR_002323	277	461	324	376
AL136717	376	732	391	682
AK024190	15.6	20.7	12.3	13.6
NM_001851	26.2	41.7	14.1	36.1
AK094730	373	842	749	735
THC2413224	3.27	7.69	7.32	5.46
NM_032999	1200	2350	1260	2000
ENST00000325900	14.1	19.1	13.4	36.6
DarkCorner	3.33	3.05	7.41	2.89
DarkCorner	3.35	3.04	7.42	2.87
DarkCorner	3.37	3.02	7.43	2.85
DarkCorner	3.39	3	7.42	2.82
DarkCorner	6.83	2.68	6.88	2.69
DarkCorner	6.92	2.7	7.02	2.71
DarkCorner	7.01	2.72	7.15	2.73
DarkCorner	7.07	2.73	7.26	2.75
NM_052892	7.13	2.75	7.35	2.77
NM_052849	313	751	661	822
D89479	7.19	2.77	7.49	2.8
NM_152581	29.6	40.2	35.5	53.7
NM_002210	5030	5770	5440	8030
NM_173682	7.18	2.81	7.58	2.83
NM_017719	26.3	34.9	40.1	34.2
THC2274524	169	449	79.8	104
NM_003017	19300	59800	29500	50900
CR601458	6.99	10.3	7.55	9.88
THC2314886	16	45.1	7.51	45.9
AF350419	6.85	3.45	7.47	2.87
NM_007269	1090	3330	1350	3740
NM_001013719	83600	234000	111000	201000
NM_003898	27.4	32.9	33.3	43.6
NM_018360	635	726	446	460
NM_001004460	6.37	13.7	28	2.88
NM_002841	6.97	12.2	11.7	14.7
NM_001042417	89.1	92.2	89.3	111
NM_175737	6.04	4.23	6.98	2.89
A_24_P109661	19700	33900	14800	17600
NM_138271	113	176	172	227
RC7	5.7	10.1	6.77	2.89
THC2277556	19.7	19	20.3	30.6
AK023048	585	603	551	506
NM_017442	14.1	8.88	8.89	6.24
AF279780	5.26	6.66	6.49	4.49
NM_032972	5.15	2.91	6.43	2.89
NM_021009	74300	130000	118000	123000
AB023230	5.22	6.64	6.31	4.56
NM_004578	317	781	583	754
NM_000594	4.74	19.9	16.6	20.4
NM_001261	2300	4770	3400	4470
NM_006755	10400	22700	18900	25400
NM_005601	24.6	22.9	42.1	21.9
E1A_r60_a135	243	206	212	194
NM_015678	169	285	272	416
NM_207514	1330	1710	1190	1470
NM_014874	19300	28700	18600	23500
AF161370	4.07	2.96	5.94	2.92
A_24_P705701	4	2.96	5.93	2.92
THC2274016	123	174	114	146
NM_016076	69.6	103	72.9	87.7
NM_012461	3390	5250	3880	5600
NM_014742	1090	1710	1250	1590
NM_018015	224	431	321	530
AB037853	397	791	362	579
NM_002228	9130	9570	11400	8560
AL832009	3.55	3.5	5.97	2.96
NM_007308	4.97	9.77	5.99	9.39
NM_018443	220	365	329	405
NM_019109	1550	2730	2080	2480
NM_002336	141	193	182	215
NM_003919	3700	7460	5880	8510
NM_052998	365	504	306	578
ENST00000354586	780	1380	741	1390
NM_033219	33.4	52.3	10.3	35.8
NM_016135	7.51	10.3	7.44	14.5
NM_006708	1160	2230	816	1990
NM_004594	547	634	658	793
A_24_P916979	34.6	55.5	35.7	57.6
NM_014840	1750	2260	2090	3020
NM_004415	1150	2460	1140	3010
NM_024750	3.21	3.1	6.68	3.03
NM_002350	1040	1300	900	1050
NM_006952	3.21	3.1	6.82	3.02
NM_175744	18900	34600	22700	41300
NM_004708	10700	25400	5070	19900
ENST00000333650	2790	5410	3430	4100
D42038	3.23	3.1	7.08	3.01
NM_024116	1120	2050	825	1310
NM_002874	156	174	151	169
A_24_P931583	33	48.2	35.7	52.6
NM_173174	11.9	14.2	7.29	14.9
A_24_P127425	17.1	36.7	13	39.2
A_24_P127051	12700	12000	21700	18700
NM_182606	3.33	3.06	7.4	2.91
DarkCorner	3.35	4.67	7.42	2.89
DarkCorner	3.37	3.03	7.43	2.87
DarkCorner	3.4	3.02	7.43	2.84
DarkCorner	3.42	3	7.42	2.81
DarkCorner	6.74	2.67	6.82	2.68
DarkCorner	6.85	2.69	6.98	2.7
DarkCorner	6.95	2.71	7.11	2.73
DarkCorner	7.02	2.73	7.22	2.75
A_24_P152793	49500	63700	40700	45800
NM_001008741	41700	65600	34900	60000
BF761218	38.7	83.3	118	73.1
AL049782	7.18	12.9	7.53	8.21
NM_024561	232	192	142	165
NM_138691	7.17	2.8	8.54	2.83
NM_001307	11.6	48.3	55	41.6
NM_016154	42.9	85	88.6	139
NM_144626	7.06	22.7	11.6	15.9
AK097954	7.01	2.84	7.57	2.86
AB007971	6.94	28	7.54	20
NM_001376	49400	64500	17700	66700
NM_138492	30.1	137	7.46	134
BQ377696	15800	42800	18000	35200
NM_017423	632	1380	885	1500
AL050139	390	618	940	894
NM_145297	634	1120	1090	1250
NM_080646	7.09	25.2	20.3	21.3
BQ432543	6.2	2.88	7.09	2.89
A_24_P213396	4530	7980	5390	6820
AK056657	156	93.8	121	81.8
NM_000043	182	275	120	222
NM_030817	476	707	1390	1900
A_24_P470794	53.3	17	12	8.95
THC2283618	79	109	91.6	86.8
NM_005985	408	336	493	377
RC4	5.31	2.9	6.53	2.89
AK024319	135	146	124	133
NM_001013635	8.37	10.1	6.4	13.4
AL038125	4.99	2.91	6.35	2.9
NM_004569	637	1170	880	964
NM_001664	13900	23500	18500	23500
A_24_P110172	4.69	2.92	6.19	2.9
NM_006588	4.6	3.71	6.14	2.9
NM_001002034	68.6	59.6	79.7	51.9
NM_006980	511	662	434	518
E1A_r60_a22	2760	2570	2540	2450
NM_005455	7700	10000	7320	8950
NM_153649	4970	7080	6160	7340
NM_002737	42.7	85	60.1	98.1
THC2427250	4.03	2.96	5.94	2.92
ENST00000370419	3.97	2.97	5.92	2.93
A_23_P1871	10.6	9.82	6.67	11.4
NegativeControl	3.84	2.98	5.91	2.94
NM_152578	3.78	2.98	5.91	3.52
THC2359080	3.72	2.99	5.92	8.63
ENST00000344339	331	427	438	497
NM_003489	403	793	397	512
NM_052875	151	285	201	287
E1A_r60_a104	4.79	7.53	5.98	4.15
NM_015288	2120	3130	2650	3050
NM_000097	517	1290	343	582
NM_032141	1360	2060	1640	1750
NM_130775	3.39	3.04	6.1	2.99
NM_024850	3.36	3.05	6.14	3
XM_930314	12.4	28.9	6.22	27.2
NM_012082	56.5	102	56.9	166
THC2284657	836	1300	734	1140
NM_006647	187	293	276	477
ENST00000339968	403	634	618	940
NM_001045	3.25	5.11	6.46	6.99
NM_030958	5.59	7.92	6.52	8.59
A_32_P138939	3.23	3.1	6.58	3.03
